Id,Name,Latitude,Longitude,Country,CountryCode,Status,ReactorType,ReactorModel,ConstructionStartAt,OperationalFrom,OperationalTo,Capacity,LastUpdatedAt,Source,IAEAId
315,Hinkley Point-B2,51.209000,-3.131000,United Kingdom,GB,Shutdown,GCR,AGR,1967-09-01,1976-09-27,2022-07-06,625,2022-09-24T22:33:57+03:00,WNA/IAEA,245
316,Hinkley Point-C1,51.208700,-3.130500,United Kingdom,GB,Under Construction,PWR,EPR-1750,2018-12-11,,,1630,2019-06-02T20:18:41+03:00,WNA/IAEA,1072
317,Hinkley Point-C2,51.208700,-3.130500,United Kingdom,GB,Under Construction,PWR,EPR-1750,2019-12-12,,,1630,2020-04-18T04:46:52+03:00,WNA/IAEA,1073
318,Hongshiding-1 (Rushan-1),,,China,CN,Planned,PWR,,,,,,,WNA,
319,Hongshiding-2 (Rushan-2),,,China,CN,Planned,PWR,,,,,,,WNA,
320,Hongyanhe-1,39.797000,121.476500,China,CN,Operational,PWR,CPR-1000,2007-08-18,2013-06-06,,1061,2015-08-23T03:28:28+03:00,WNA/IAEA/GEO,904
321,Hongyanhe-2,39.797000,121.476500,China,CN,Operational,PWR,CPR-1000,2008-03-28,2014-05-13,,1061,2015-08-23T03:28:28+03:00,WNA/IAEA/GEO,905
322,Hongyanhe-3,39.797000,121.476500,China,CN,Operational,PWR,CPR-1000,2009-03-07,2015-08-16,,1061,2017-09-25T03:20:36+03:00,WNA/IAEA/GEO,906
323,Hongyanhe-4,39.797000,121.476500,China,CN,Operational,PWR,CPR-1000,2009-08-15,2016-06-08,,1061,2019-06-02T20:18:47+03:00,WNA/IAEA/GEO,907
324,Hongyanhe-5,39.797000,121.483100,China,CN,Operational,PWR,ACPR-1000,2015-03-29,2021-07-31,,1061,2022-01-05T00:04:08+02:00,WNA/IAEA/GEO,997
325,Hongyanhe-6,39.797000,121.483100,China,CN,Operational,PWR,ACPR-1000,2015-07-24,2022-06-23,,1061,2022-09-24T22:33:57+03:00,WNA/IAEA/GEO,998
326,Hope Creek-1,39.467000,-75.535000,United States,US,Operational,BWR,BWR-4 (Mark 1),1976-03-01,1986-12-20,,1067,2015-05-24T04:51:47+03:00,WNA/IAEA,680
327,Humboldt Bay,40.741000,-124.210000,United States,US,Shutdown,BWR,Natural cir.,1960-11-01,1963-08-01,1976-07-02,65,2015-05-24T04:51:41+03:00,WNA/IAEA,599
328,Hunterston-A1,55.722000,-4.893000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1957-10-01,1964-02-05,1990-03-30,150,2015-05-24T04:51:19+03:00,WNA/IAEA,269
329,Hunterston-A2,55.722000,-4.893000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1957-10-01,1964-07-01,1989-12-31,150,2015-05-24T04:51:19+03:00,WNA/IAEA,270
330,Hunterston-B1,55.722000,-4.893000,United Kingdom,GB,Shutdown,GCR,AGR,1967-11-01,1976-02-07,2021-11-26,624,2022-01-05T00:04:08+02:00,WNA/IAEA,246
331,Hunterston-B2,55.722000,-4.893000,United Kingdom,GB,Shutdown,GCR,AGR,1967-11-01,1977-04-01,2022-01-07,624,2022-04-21T20:26:19+03:00,WNA/IAEA,247
332,Ignalina-1,55.604000,26.562000,Lithuania,LT,Shutdown,LWGR,RBMK-1500,1977-05-01,1985-05-01,2004-12-31,1500,2022-04-21T20:26:19+03:00,WNA/IAEA,415
333,Ignalina-2,55.604000,26.562000,Lithuania,LT,Shutdown,LWGR,RBMK-1500,1978-01-01,1987-12-01,2009-12-31,1500,2022-04-21T20:26:19+03:00,WNA/IAEA,416
334,Ignalina-3,55.604000,26.562000,Lithuania,LT,Cancelled Construction,LWGR,RBMK-1500,1985-06-01,,,1380,2021-02-14T01:18:00+02:00,WNA/IAEA,
335,Ikata-1,33.491000,132.309000,Japan,JP,Shutdown,PWR,M (2-loop),1973-09-01,1977-09-30,2016-05-10,538,2017-02-10T23:56:25+02:00,WNA/IAEA,348
336,Ikata-2,33.491000,132.309000,Japan,JP,Shutdown,PWR,M (2-loop),1978-08-01,1982-03-19,2018-05-23,538,2019-06-02T20:18:50+03:00,WNA/IAEA,358
337,Ikata-3,33.491000,132.309000,Japan,JP,Operational,PWR,M (3-loop),1990-10-01,1994-12-15,,846,2015-05-24T04:51:29+03:00,WNA/IAEA,374
338,Indian Point-1,41.270000,-73.950000,United States,US,Shutdown,PWR,PWR,1956-05-01,1962-10-01,1974-10-31,265,2015-05-24T04:51:43+03:00,WNA/IAEA,643
339,Indian Point-2,41.270000,-73.950000,United States,US,Shutdown,PWR,WH 4LP (DRYAMB),1966-10-14,1974-08-01,2020-04-30,873,2020-06-06T02:15:57+03:00,WNA/IAEA,611
340,Indian Point-3,41.270000,-73.950000,United States,US,Shutdown,PWR,WH 4LP (DRYAMB),1968-10-30,1976-08-28,2021-04-28,965,2022-04-21T20:26:19+03:00,WNA/IAEA,635
341,Isar-1,48.607000,12.296000,Germany,DE,Shutdown,BWR,BWR-69,1972-05-01,1979-03-21,2011-08-06,870,2015-05-24T04:50:42+03:00,WNA/IAEA,89
342,Isar-2,48.607000,12.296000,Germany,DE,Shutdown,PWR,Konvoi,1982-09-15,1988-04-09,2023-04-15,1285,2023-08-28T08:01:45+03:00,WNA/IAEA,106
343,Jaitapur-1,16.595278,73.341111,India,IN,Planned,PWR,,,,,,,WNA/Wikipedia,
344,Jaitapur-2,16.595278,73.341111,India,IN,Planned,PWR,,,,,,,WNA/Wikipedia,
345,Java-1 (Muria),,,Indonesia,ID,Planned,,,,,,,,WNA,
346,Jose Cabrera-1 (Zorita),40.362000,-2.818000,Spain,ES,Shutdown,PWR,WH 1LP,1964-06-24,1969-08-13,2006-04-30,153,2017-02-10T23:56:06+02:00,WNA/IAEA,139
347,JPDR,36.462500,140.610000,Japan,JP,Shutdown,BWR,BWR-1,1960-12-01,1965-03-15,1976-03-18,10,2015-05-24T04:51:26+03:00,IAEA,333
348,AVR Juelich,50.903000,6.421000,Germany,DE,Shutdown,HTGR,Pebble bed reactor prototype,1961-08-01,1969-05-19,1988-12-31,13,2021-06-07,WNA/IAEA,114
349,Kahl,50.059000,8.987000,Germany,DE,Decommissioning Completed,BWR,BWR,1958-07-01,,1985-11-25,15,2022-12-30T02:24:37+02:00,WNA/IAEA,82
350,Kaiga-1,14.865000,74.438000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1989-09-01,2000-11-16,,202,2015-05-24T04:54:05+03:00,WNA/IAEA,289
351,Kaiga-2,14.865000,74.438000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1989-12-01,2000-03-16,,202,2015-05-24T04:54:05+03:00,WNA/IAEA,290
352,Kaiga-3,14.865000,74.438000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,2002-03-30,2007-05-06,,202,2015-05-24T04:54:05+03:00,WNA/IAEA,291
353,Kaiga-4,14.865000,74.438000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,2002-05-10,2011-01-20,,202,2015-05-24T04:54:06+03:00,WNA/IAEA,292
354,Kaiga-5,14.868000,74.441800,India,IN,Planned,PWR,,,,,,,WNA,
355,Kaiga-6,14.868000,74.442200,India,IN,Planned,PWR,,,,,,,WNA,
356,Kakrapar-1,21.236000,73.351000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1984-12-01,1993-05-06,,202,2015-05-24T04:54:06+03:00,WNA/IAEA,308
357,Kakrapar-2,21.236000,73.351000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1985-04-01,1995-09-01,,202,2015-05-24T04:54:05+03:00,WNA/IAEA,286
358,Kakrapar-3,21.236000,73.351000,India,IN,Operational,PHWR,PHWR-700,2010-11-22,,,630,2021-02-14T03:47:53+02:00,WNA/IAEA,986
359,Kakrapar-4,21.236000,73.351000,India,IN,Under Construction,PHWR,PHWR-700,2010-11-22,,,630,2015-05-24T04:51:57+03:00,WNA/IAEA,987
360,Kalinin-1,57.903000,35.057000,Russia,RU,Operational,PWR,VVER V-338,1977-02-01,1985-06-12,,950,2015-05-24T04:51:34+03:00,WNA/IAEA,489
361,Kalinin-2,57.903000,35.057000,Russia,RU,Operational,PWR,VVER V-338,1982-02-01,1987-03-03,,950,2015-05-24T04:51:34+03:00,WNA/IAEA,490
362,Kalinin-3,57.903000,35.057000,Russia,RU,Operational,PWR,VVER V-320,1985-10-01,2005-11-08,,950,2015-05-24T04:51:34+03:00,WNA/IAEA,495
363,Kalinin-4,57.903000,35.057000,Russia,RU,Operational,PWR,VVER V-320,1986-08-01,2012-12-25,,950,2015-05-24T04:51:35+03:00,WNA/IAEA,496
364,Kalpakkam (PFBR),12.553000,80.174000,India,IN,Under Construction,FBR,Prototype,2004-10-23,,,470,2015-05-24T04:51:50+03:00,WNA/IAEA,859
365,Kalpakkam-1 (Madras-1 / MAPS1),12.553000,80.174000,India,IN,Suspended Operation,PHWR,Horizontal Pressure Tube type,1971-01-01,1984-01-27,,202,2023-08-28T08:01:45+03:00,WNA/IAEA,304
366,Kalpakkam-2 (Madras-2 / MAPS2),12.553000,80.174000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1972-10-01,1986-03-21,,202,2015-05-24T04:54:06+03:00,WNA/IAEA,305
367,Kaminoseki-1,,,Japan,JP,Planned,ABWR,,,,,,,WNA,
368,Kaminoseki-2,,,Japan,JP,Planned,ABWR,,,,,,,WNA,
369,KANUPP-1,24.845000,66.790000,Pakistan,PK,Shutdown,PHWR,CANDU-137 MW,1966-08-01,1972-12-07,2021-08-01,125,2022-01-05T00:04:08+02:00,WNA/IAEA,427
370,MZFR,49.104000,8.432000,Germany,DE,Shutdown,PHWR,,1961-12-01,1966-12-19,1984-05-03,50,2021-06-07,WNA/IAEA,93
371,Kashiwazaki Kariwa-1,37.434000,138.598000,Japan,JP,Suspended Operation,BWR,BWR-5,1980-06-05,1985-09-18,,1067,2022-09-24T22:33:57+03:00,WNA/IAEA,359
372,Kashiwazaki Kariwa-2,37.434000,138.598000,Japan,JP,Suspended Operation,BWR,BWR-5,1985-11-18,1990-09-28,,1067,2022-09-24T22:33:57+03:00,WNA/IAEA,365
373,Kashiwazaki Kariwa-3,37.434000,138.598000,Japan,JP,Suspended Operation,BWR,BWR-5,1989-03-07,1993-08-11,,1067,2022-09-24T22:33:57+03:00,WNA/IAEA,380
374,Kashiwazaki Kariwa-4,37.434000,138.598000,Japan,JP,Suspended Operation,BWR,BWR-5,1990-03-05,1994-08-11,,1067,2022-09-24T22:33:57+03:00,WNA/IAEA,381
375,Kashiwazaki Kariwa-5,37.434000,138.598000,Japan,JP,Suspended Operation,BWR,BWR-5,1985-06-20,1990-04-10,,1067,2022-09-24T22:33:57+03:00,WNA/IAEA,367
376,Kashiwazaki Kariwa-6,37.434000,138.598000,Japan,JP,Suspended Operation,BWR,ABWR,1992-11-03,1996-11-07,,1315,2023-08-28T08:01:45+03:00,WNA/IAEA,383
377,Kashiwazaki Kariwa-7,37.434000,138.598000,Japan,JP,Suspended Operation,BWR,ABWR,1993-07-01,1997-07-02,,1315,2023-08-28T08:01:45+03:00,WNA/IAEA,384
378,Kewaunee,44.470000,-87.498000,United States,US,Shutdown,PWR,WH 2LP (DRYAMB),1968-08-06,1974-06-16,2013-05-07,535,2017-02-10T23:58:26+02:00,WNA/IAEA,647
379,Khmelnitski-1,50.301000,26.649000,Ukraine,UA,Operational,PWR,VVER V-320,1981-11-01,1988-08-13,,950,2015-05-24T04:51:40+03:00,WNA/IAEA,573
380,Khmelnitski-2,50.301000,26.649000,Ukraine,UA,Operational,PWR,VVER V-320,1985-02-01,2005-12-15,,950,2015-05-24T04:51:40+03:00,WNA/IAEA,574
381,Khmelnitski-3,50.303056,26.642778,Ukraine,UA,Under Construction,PWR,VVER,1986-03-01,,,1035,2017-09-25T03:20:02+03:00,IAEA,581
382,Khmelnitski-4,50.303056,26.642778,Ukraine,UA,Under Construction,PWR,VVER,1987-02-01,,,1035,2017-09-25T03:20:09+03:00,IAEA,582
383,KNK-II,49.098000,8.441000,Germany,DE,Shutdown,FBR,Prototype,1974-09-01,1979-03-03,1991-08-23,18,2015-05-24T04:50:48+03:00,WNA/IAEA,135
384,Koeberg-1,-33.677000,18.433000,South Africa,ZA,Operational,PWR,CP1,1976-07-01,1984-07-21,,921,2015-05-24T04:51:50+03:00,WNA/IAEA,836
385,Koeberg-2,-33.677000,18.433000,South Africa,ZA,Operational,PWR,CP1,1976-07-01,1985-11-09,,921,2015-05-24T04:51:50+03:00,WNA/IAEA,837
386,Kola-1,67.467000,32.491000,Russia,RU,Operational,PWR,VVER V-230,1970-05-01,1973-12-28,,411,2015-05-24T04:51:32+03:00,WNA/IAEA,453
387,Kola-2,67.467000,32.491000,Russia,RU,Operational,PWR,VVER V-230,1970-05-01,1975-02-21,,411,2015-05-24T04:51:32+03:00,WNA/IAEA,460
388,Kola-3,67.467000,32.491000,Russia,RU,Operational,PWR,VVER V-213,1977-04-01,1982-12-03,,411,2015-05-24T04:51:34+03:00,WNA/IAEA,491
389,Kola-4,67.467000,32.491000,Russia,RU,Operational,PWR,VVER V-213,1976-08-01,1984-12-06,,411,2015-05-24T04:51:34+03:00,WNA/IAEA,492
390,Kori-1,35.321000,129.295000,South Korea,KR,Shutdown,PWR,WH 60,1972-08-01,1978-04-29,2017-06-18,558,2017-09-25T03:19:42+03:00,WNA/IAEA,394
391,Kori-2,35.321000,129.295000,South Korea,KR,Operational,PWR,WH F,1977-12-23,1983-07-25,,618,2022-04-21T20:26:19+03:00,WNA/IAEA,405
392,Kori-3,35.321000,129.295000,South Korea,KR,Operational,PWR,WH F,1979-10-01,1985-09-30,,1001,2022-04-21T20:26:19+03:00,WNA/IAEA,409
393,Kori-4,35.321000,129.295000,South Korea,KR,Operational,PWR,WH F,1980-04-01,1986-04-29,,1012,2021-04-20T02:47:37+03:00,WNA/IAEA,410
394,Kozloduy-1,43.744000,23.776000,Bulgaria,BG,Shutdown,PWR,VVER V-230,1970-04-01,1974-10-28,2002-12-31,408,2015-05-24T04:50:16+03:00,WNA/IAEA,16
395,Kozloduy-2,43.744000,23.776000,Bulgaria,BG,Shutdown,PWR,VVER V-230,1970-04-01,1975-11-10,2002-12-31,408,2015-05-24T04:50:16+03:00,WNA/IAEA,17
396,Kozloduy-3,43.744000,23.776000,Bulgaria,BG,Shutdown,PWR,VVER V-230,1973-10-01,1981-01-20,2006-12-31,408,2015-05-24T04:50:17+03:00,WNA/IAEA,18
397,Kozloduy-4,43.744000,23.776000,Bulgaria,BG,Shutdown,PWR,VVER V-230,1973-10-01,1982-06-20,2006-12-31,408,2015-05-24T04:50:17+03:00,WNA/IAEA,19
398,Kozloduy-5,43.744000,23.776000,Bulgaria,BG,Operational,PWR,VVER V-320,1980-07-09,1988-12-23,,953,2022-04-21T20:26:19+03:00,WNA/IAEA,20
399,Kozloduy-6,43.744000,23.776000,Bulgaria,BG,Operational,PWR,VVER V-320,1982-04-01,1993-12-30,,1003,2020-04-18T04:46:52+03:00,WNA/IAEA,21
400,Krsko,45.939000,15.516000,Slovenia,SI,Operational,PWR,WH 2LP,1975-03-30,1983-01-01,,632,2017-02-10T23:57:25+02:00,WNA/IAEA,542
401,Kruemmel,53.410000,10.410000,Germany,DE,Shutdown,BWR,BWR-69,1974-04-05,1984-03-28,2011-08-06,1260,2015-05-24T04:50:44+03:00,WNA/IAEA,94
402,Kudankulam-1,8.167000,77.713000,India,IN,Operational,PWR,VVER V-412,2002-03-31,2014-12-31,,917,2015-05-24T04:51:50+03:00,WNA/IAEA,852
403,Kudankulam-2,8.167000,77.713000,India,IN,Operational,PWR,VVER V-412,2002-07-04,2017-03-31,,917,2017-09-25T03:20:10+03:00,WNA/IAEA,853
404,Kudankulam-3,8.167050,77.708000,India,IN,Under Construction,PWR,VVER V-412,2017-06-29,,,917,2017-09-25T03:20:58+03:00,WNA/IAEA,1059
405,Kudankulam-4,8.166660,77.708000,India,IN,Under Construction,PWR,VVER V-412,2017-10-23,,,917,2018-07-01T01:21:38+03:00,WNA/IAEA,1060
406,Kudankulam-5,8.166270,77.708000,India,IN,Under Construction,PWR,VVERV412,2021-06-29,,,917,2022-09-24T22:33:57+03:00,WNA/IAEA,1108
407,Kudankulam-6,8.165880,77.708000,India,IN,Under Construction,PWR,VVERV412,2021-12-20,,,917,2022-09-24T22:33:57+03:00,WNA/IAEA,1109
408,Kumharia-1,,,India,IN,Planned,PHWR,,,,,,,WNA,
409,Kumharia-2,,,India,IN,Planned,PHWR,,,,,,,WNA,
410,Kumharia-3,,,India,IN,Planned,PHWR,,,,,,,WNA,
411,Kumharia-4,,,India,IN,Planned,PHWR,,,,,,,WNA,
412,Kuosheng-1,25.203000,121.662000,Taiwan,TW,Shutdown,BWR,BWR-6,1975-11-19,1981-12-28,2021-12-28,948,2022-04-21T20:26:19+03:00,WNA/IAEA,556
413,Kuosheng-2,25.203000,121.662000,Taiwan,TW,Shutdown,BWR,BWR-6,1976-03-15,1983-03-16,2023-03-14,948,2024-03-03T20:43:43+02:00,WNA/IAEA,557
414,Kursk-1,51.674000,35.607000,Russia,RU,Shutdown,LWGR,RBMK-1000,1972-06-01,1977-10-12,2021-12-19,925,2022-09-24T22:33:57+03:00,WNA/IAEA,476
415,Kursk-2,51.674000,35.607000,Russia,RU,Operational,LWGR,RBMK-1000,1973-01-01,1979-08-17,,925,2015-05-24T04:51:34+03:00,WNA/IAEA,485
416,Kursk-3,51.674000,35.607000,Russia,RU,Operational,LWGR,RBMK-1000,1978-04-01,1984-03-30,,925,2015-05-24T04:51:35+03:00,WNA/IAEA,497
417,Kursk-4,51.674000,35.607000,Russia,RU,Operational,LWGR,RBMK-1000,1981-05-01,1986-02-05,,925,2015-05-24T04:51:35+03:00,WNA/IAEA,498
418,LaCrosse,43.559000,-91.230000,United States,US,Shutdown,BWR,,1963-03-01,1969-11-07,1987-04-30,50,2015-05-24T04:51:48+03:00,WNA/IAEA,710
419,Laguna Verde-1,19.719000,-96.405000,Mexico,MX,Operational,BWR,BWR-5,1976-09-30,1990-07-28,,780,2022-04-21T20:26:19+03:00,WNA/IAEA,420
420,Laguna Verde-2,19.719000,-96.405000,Mexico,MX,Operational,BWR,BWR-5,1977-06-01,1995-04-10,,780,2016-03-09T18:43:28+02:00,WNA/IAEA,421
421,LaSalle-1,41.246000,-88.672000,United States,US,Operational,BWR,BWR-5 (Mark 2),1973-09-10,1984-01-01,,1078,2015-05-24T04:51:48+03:00,WNA/IAEA,692
422,LaSalle-2,41.246000,-88.672000,United States,US,Operational,BWR,BWR-5 (Mark 2),1973-09-10,1984-10-19,,1078,2015-05-24T04:51:48+03:00,WNA/IAEA,693
423,Latina,41.427000,12.808000,Italy,IT,Shutdown,GCR,MAGNOX,1958-11-01,1964-01-01,1987-12-01,200,2015-05-24T04:51:26+03:00,WNA/IAEA,318
424,Leibstadt,47.601000,8.183000,Switzerland,CH,Operational,BWR,BWR-6,1974-01-01,1984-12-15,,960,2015-05-24T04:50:39+03:00,WNA/IAEA,59
425,Leningrad 2-1,59.837000,29.039000,Russia,RU,Operational,PWR,VVER V-491,2008-10-25,2018-10-29,,1066,2019-11-22,WNA/IAEA,900
426,Leningrad 2-2,59.837000,29.039000,Russia,RU,Operational,PWR,VVER V-491,2010-04-15,2021-03-18,,1066,2021-04-30T21:49:18+03:00,WNA/IAEA,901
427,Leningrad 2-3,59.837000,29.039000,Russia,RU,Planned,PWR,VVER V-491,,,,1085,,Wikipedia,
428,Leningrad 2-4,59.837000,29.039000,Russia,RU,Planned,PWR,VVER V-491,,,,1085,,Wikipedia,
429,Leningrad-1,59.837000,29.039000,Russia,RU,Shutdown,LWGR,RBMK-1000,1970-03-01,1974-11-01,2018-12-22,925,2019-06-02T20:19:08+03:00,WNA/IAEA,474
430,Leningrad-2,59.837000,29.039000,Russia,RU,Shutdown,LWGR,RBMK-1000,1970-06-01,1976-02-11,2020-11-10,925,2021-01-06T01:19:47+02:00,WNA/IAEA,475
431,Leningrad-3,59.837000,29.039000,Russia,RU,Operational,LWGR,RBMK-1000,1973-12-01,1980-06-29,,925,2015-05-24T04:51:34+03:00,WNA/IAEA,493
432,Leningrad-4,59.837000,29.039000,Russia,RU,Operational,LWGR,RBMK-1000,1975-02-01,1981-08-29,,925,2015-05-24T04:51:34+03:00,WNA/IAEA,494
433,Lianyungang-1,,,China,CN,Planned,PWR,,,,,,,WNA,
434,Lianyungang-2,,,China,CN,Planned,PWR,,,,,,,WNA,
435,Limerick-1,40.225000,-75.584000,United States,US,Operational,BWR,BWR-4 (Mark 2),1974-06-19,1986-02-01,,1055,2015-05-24T04:51:47+03:00,WNA/IAEA,678
436,Limerick-2,40.225000,-75.584000,United States,US,Operational,BWR,BWR-4 (Mark 2),1974-06-19,1990-01-08,,1055,2015-05-24T04:51:47+03:00,WNA/IAEA,679
437,Lingao-1,22.606000,114.550000,China,CN,Operational,PWR,M310,1997-05-15,2002-05-28,,950,2015-05-24T04:50:40+03:00,WNA/IAEA,67
438,Lingao-2,22.606000,114.550000,China,CN,Operational,PWR,M310,1997-11-28,2003-01-08,,950,2015-05-24T04:50:40+03:00,WNA/IAEA,68
439,Lingao-3,22.609000,114.552000,China,CN,Operational,PWR,CPR-1000,2005-12-15,2010-09-15,,1007,2015-05-24T04:51:51+03:00,WNA/IAEA,878
440,Lingao-4,22.609000,114.552000,China,CN,Operational,PWR,CPR-1000,2006-06-15,2011-08-07,,1007,2015-05-24T04:51:51+03:00,WNA/IAEA,875
441,Lingen,52.483000,7.302000,Germany,DE,Shutdown,BWR,BWR with fossil fuel-fired superheater,1964-10-01,1968-10-01,1977-01-05,183,2021-02-14T03:47:53+02:00,WNA/IAEA,133
442,Longyou-1,,,China,CN,Planned,PWR,,,,,,,WNA,
443,Longyou-2,,,China,CN,Planned,PWR,,,,,,,WNA,
444,Loviisa-1,60.372000,26.342000,Finland,FI,Operational,PWR,VVER V-213,1971-05-01,1977-05-09,,420,2015-05-24T04:50:50+03:00,WNA/IAEA,157
445,Loviisa-2,60.372000,26.342000,Finland,FI,Operational,PWR,VVER V-213,1972-08-01,1981-01-05,,420,2015-05-24T04:50:50+03:00,WNA/IAEA,158
446,Lucens,46.693000,6.827000,Switzerland,CH,Shutdown,HWGCR,HWGCR: 2-loops,1962-04-01,,1969-01-21,6,2015-05-24T04:51:57+03:00,WNA/IAEA,966
447,Lungmen-1,25.038000,121.924000,Taiwan,TW,Suspended Construction,BWR,ABWR,1999-03-31,,,1300,2021-02-04T04:51:39+02:00,WNA/IAEA,560
448,Lungmen-2,25.038000,121.924000,Taiwan,TW,Suspended Construction,BWR,ABWR,1999-08-30,,,1300,2021-02-04T04:51:39+02:00,WNA/IAEA,561
449,Maanshan-1,25.038000,121.924000,Taiwan,TW,Operational,PWR,WH 3LP (WE 312),1978-08-21,1984-07-27,,936,2021-04-20T02:47:37+03:00,WNA/IAEA,558
450,Maanshan-2,25.038000,121.924000,Taiwan,TW,Operational,PWR,WH 3LP (WE 312),1979-02-21,1985-05-18,,938,2021-04-20T02:47:37+03:00,WNA/IAEA,559
451,Maine Yankee,43.951000,-69.695000,United States,US,Shutdown,PWR,,1968-10-01,1972-12-28,1997-08-01,825,2015-05-24T04:51:44+03:00,WNA/IAEA,649
452,McGuire-1,35.433000,-80.946000,United States,US,Operational,PWR,WH 4LP (ICECND),1971-04-01,1981-12-01,,1180,2017-02-10T23:58:55+02:00,WNA/IAEA,690
453,McGuire-2,35.433000,-80.946000,United States,US,Operational,PWR,WH 4LP (ICECND),1971-04-01,1984-03-01,,1180,2017-02-10T23:58:55+02:00,WNA/IAEA,691
454,Mihama-1,35.701000,135.962000,Japan,JP,Shutdown,PWR,WH 2LP,1967-02-01,1970-11-28,2015-04-27,320,2017-02-10T23:56:29+02:00,WNA/IAEA,366
455,Mihama-2,35.701000,135.962000,Japan,JP,Shutdown,PWR,M (2-loop),1968-05-29,1972-07-25,2015-04-27,470,2015-05-24T04:51:30+03:00,WNA/IAEA,386
456,Mihama-3,35.701000,135.962000,Japan,JP,Operational,PWR,M (3-loop),1972-08-07,1976-12-01,,780,2015-05-24T04:51:27+03:00,WNA/IAEA,338
457,Millstone-1,41.312000,-72.166000,United States,US,Shutdown,BWR,,1966-05-01,1971-03-01,1998-07-01,660,2015-05-24T04:51:41+03:00,WNA/IAEA,610
458,Millstone-2,41.312000,-72.166000,United States,US,Operational,PWR,CE 2LP (DRYAMB),1969-11-01,1975-12-26,,870,2017-02-10T23:58:48+02:00,WNA/IAEA,671
459,Millstone-3,41.312000,-72.166000,United States,US,Operational,PWR,WH 4LP (DRYSUB),1974-08-09,1986-04-23,,1159,2017-02-10T23:59:15+02:00,WNA/IAEA,717
460,Mochovce-1,48.261000,18.455000,Slovakia,SK,Operational,PWR,VVER V-213,1983-10-13,1998-10-29,,408,2021-10-01T00:14:53+03:00,WNA/IAEA,550
461,Mochovce-2,48.261000,18.455000,Slovakia,SK,Operational,PWR,VVER V-213,1983-10-13,2000-04-11,,408,2021-10-01T00:14:53+03:00,WNA/IAEA,551
462,Mochovce-3,48.261000,18.455000,Slovakia,SK,Operational,PWR,VVER V-213,1987-01-27,,,440,2023-08-28T08:01:45+03:00,WNA/IAEA,544
463,Mochovce-4,48.261000,18.455000,Slovakia,SK,Under Construction,PWR,VVER V-213,1987-01-27,,,440,2015-05-24T04:51:38+03:00,WNA/IAEA,545
464,Monju,35.739000,135.988000,Japan,JP,Shutdown,FBR,,1986-05-10,,2017-12-05,246,2018-03-10T14:51:35+02:00,WNA/IAEA,357
465,Monticello,45.334000,-93.850000,United States,US,Operational,BWR,BWR-3 (Mark 1),1967-06-19,1971-06-30,,545,2017-02-10T23:58:02+02:00,WNA/IAEA,620
466,Muehleberg,46.969000,7.266000,Switzerland,CH,Shutdown,BWR,BWR-4,1967-03-01,1972-11-06,2019-12-20,306,2020-04-18T04:46:52+03:00,WNA/IAEA,56
467,Muelheim-Kaerlich,50.409000,7.485000,Germany,DE,Shutdown,PWR,PWR,1975-01-15,1987-08-18,1988-09-09,1219,2015-05-24T04:50:45+03:00,WNA/IAEA,96
468,Narora-1,28.156000,78.409000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1976-12-01,1991-01-01,,202,2015-05-24T04:54:06+03:00,WNA/IAEA,306
469,Narora-2,28.155000,78.409000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1977-11-01,1992-07-01,,202,2015-05-24T04:54:06+03:00,WNA/IAEA,307
470,Neckarwestheim-1,49.039000,9.176000,Germany,DE,Shutdown,PWR,PWR,1972-02-01,1976-12-01,2011-08-06,805,2015-05-24T04:50:42+03:00,WNA/IAEA,88
471,Neckarwestheim-2,49.039000,9.176000,Germany,DE,Shutdown,PWR,Konvoi,1982-11-09,1989-04-15,2023-04-15,1225,2023-08-28T08:01:45+03:00,WNA/IAEA,119
472,Niederaichbach,48.604000,12.304000,Germany,DE,Decommissioning Completed,HWGCR,pressure tube reactor,1966-06-01,,1974-07-31,100,2022-12-30T02:21:21+02:00,WNA/IAEA,84
473,Nine Mile Point-1,43.522000,-76.412000,United States,US,Operational,BWR,BWR-2 (Mark 1),1965-04-12,1969-12-01,,620,2015-05-24T04:51:41+03:00,WNA/IAEA,607
474,Nine Mile Point-2,43.522000,-76.412000,United States,US,Operational,BWR,BWR-5 (Mark 2),1975-08-01,1988-03-11,,1100,2015-05-24T04:51:48+03:00,WNA/IAEA,711
475,Ningde-1,27.046000,120.287000,China,CN,Operational,PWR,CPR-1000,2008-02-18,2013-04-15,,1018,2015-05-24T04:51:56+03:00,WNA/IAEA,921
476,Ningde-2,27.046000,120.287000,China,CN,Operational,PWR,CPR-1000,2008-11-12,2014-05-04,,1018,2015-05-24T04:51:56+03:00,WNA/IAEA,922
